"lake","datetime","Depth_m","Water_Temperature_celsius"
"paul",2024-08-25 18:00:00,3,21.13825
"paul",2024-08-25 18:00:00,3.5,20.2310833333333
"paul",2024-08-25 18:00:00,4,18.5495
"paul",2024-08-25 18:00:00,4.5,15.7295
"paul",2024-08-25 18:00:00,5,13.4836666666667
"paul",2024-08-25 18:00:00,6,10.1373083333333
"paul",2024-08-25 19:00:00,0.5,23.2100833333333
"paul",2024-08-25 19:00:00,1,22.55875
"paul",2024-08-25 19:00:00,1.5,22.1975833333333
"paul",2024-08-25 19:00:00,2,21.8665
"paul",2024-08-25 19:00:00,2.5,21.5985
"paul",2024-08-25 19:00:00,3,21.1136666666667
"paul",2024-08-25 19:00:00,3.5,20.2358333333333
"paul",2024-08-25 19:00:00,4,18.31125
"paul",2024-08-25 19:00:00,4.5,15.823
"paul",2024-08-25 19:00:00,5,13.5234166666667
"paul",2024-08-25 19:00:00,6,10.0703583333333
"paul",2024-08-25 20:00:00,0.5,23.1996666666667
"paul",2024-08-25 20:00:00,1,22.5341666666667
"paul",2024-08-25 20:00:00,1.5,22.1913333333333
"paul",2024-08-25 20:00:00,2,21.8623333333333
"paul",2024-08-25 20:00:00,2.5,21.60525
"paul",2024-08-25 20:00:00,3,21.1445
"paul",2024-08-25 20:00:00,3.5,20.25875
"paul",2024-08-25 20:00:00,4,18.3420833333333
"paul",2024-08-25 20:00:00,4.5,15.9724166666667
"paul",2024-08-25 20:00:00,5,13.4940833333333
"paul",2024-08-25 20:00:00,6,10.2049166666667
"paul",2024-08-25 21:00:00,0.5,23.2174166666667
"paul",2024-08-25 21:00:00,1,22.5236666666667
"paul",2024-08-25 21:00:00,1.5,22.17725
"paul",2024-08-25 21:00:00,2,21.8676666666667
"paul",2024-08-25 21:00:00,2.5,21.6020833333333
"paul",2024-08-25 21:00:00,3,21.1285
"paul",2024-08-25 21:00:00,3.5,20.25225
"paul",2024-08-25 21:00:00,4,18.4224166666667
"paul",2024-08-25 21:00:00,4.5,15.7575
"paul",2024-08-25 21:00:00,5,13.483
"paul",2024-08-25 21:00:00,6,10.0531083333333
"paul",2024-08-25 22:00:00,0.5,23.1594166666667
"paul",2024-08-25 22:00:00,1,22.5278333333333
"paul",2024-08-25 22:00:00,1.5,22.1896666666667
"paul",2024-08-25 22:00:00,2,21.8715
"paul",2024-08-25 22:00:00,2.5,21.598
"paul",2024-08-25 22:00:00,3,21.12425
"paul",2024-08-25 22:00:00,3.5,20.1986666666667
"paul",2024-08-25 22:00:00,4,18.4586666666667
"paul",2024-08-25 22:00:00,4.5,15.7673333333333
"paul",2024-08-25 22:00:00,5,13.5515833333333
"paul",2024-08-25 22:00:00,6,10.0981666666667
"paul",2024-08-25 23:00:00,0.5,23.2125
"paul",2024-08-25 23:00:00,1,22.5350833333333
"paul",2024-08-25 23:00:00,1.5,22.1921666666667
"paul",2024-08-25 23:00:00,2,21.8576666666667
"paul",2024-08-25 23:00:00,2.5,21.599
"paul",2024-08-25 23:00:00,3,21.14175
"paul",2024-08-25 23:00:00,3.5,20.219
"paul",2024-08-25 23:00:00,4,18.3861666666667
"paul",2024-08-25 23:00:00,4.5,15.8310833333333
"paul",2024-08-25 23:00:00,5,13.5381666666667
"paul",2024-08-25 23:00:00,6,10.122
"paul",2024-08-26,0.5,23.2073636363636
"paul",2024-08-26,1,22.5356363636364
"paul",2024-08-26,1.5,22.1985454545455
"paul",2024-08-26,2,21.8651818181818
"paul",2024-08-26,2.5,21.5926363636364
"paul",2024-08-26,3,21.1046363636364
"paul",2024-08-26,3.5,20.2278181818182
"paul",2024-08-26,4,18.3959090909091
"paul",2024-08-26,4.5,15.8450909090909
"paul",2024-08-26,5,13.4781818181818
"paul",2024-08-26,6,10.1627272727273
"paul",2024-08-26 01:00:00,0.5,23.1795
"paul",2024-08-26 01:00:00,1,22.5244166666667
"paul",2024-08-26 01:00:00,1.5,22.1908333333333
"paul",2024-08-26 01:00:00,2,21.8568333333333
"paul",2024-08-26 01:00:00,2.5,21.59875
"paul",2024-08-26 01:00:00,3,21.1378333333333
"paul",2024-08-26 01:00:00,3.5,20.1925833333333
"paul",2024-08-26 01:00:00,4,18.3920833333333
"paul",2024-08-26 01:00:00,4.5,15.8590833333333
"paul",2024-08-26 01:00:00,5,13.5355833333333
"paul",2024-08-26 01:00:00,6,10.02295
"paul",2024-08-26 02:00:00,0.5,23.1491666666667
"paul",2024-08-26 02:00:00,1,22.5426666666667
"paul",2024-08-26 02:00:00,1.5,22.19475
"paul",2024-08-26 02:00:00,2,21.8538333333333
"paul",2024-08-26 02:00:00,2.5,21.5970833333333
"paul",2024-08-26 02:00:00,3,21.1291666666667
"paul",2024-08-26 02:00:00,3.5,20.2100833333333
"paul",2024-08-26 02:00:00,4,18.3683333333333
"paul",2024-08-26 02:00:00,4.5,15.8225
"paul",2024-08-26 02:00:00,5,13.51725
"paul",2024-08-26 02:00:00,6,10.131
"paul",2024-08-26 03:00:00,0.5,23.2040833333333
"paul",2024-08-26 03:00:00,1,22.5306666666667
"paul",2024-08-26 03:00:00,1.5,22.1916666666667
"paul",2024-08-26 03:00:00,2,21.8635833333333
"paul",2024-08-26 03:00:00,2.5,21.5973333333333
"paul",2024-08-26 03:00:00,3,21.1125
"paul",2024-08-26 03:00:00,3.5,20.1971666666667
"paul",2024-08-26 03:00:00,4,18.3871666666667
"paul",2024-08-26 03:00:00,4.5,15.8311666666667
"paul",2024-08-26 03:00:00,5,13.5210833333333
"paul",2024-08-26 03:00:00,6,10.19325
"paul",2024-08-26 04:00:00,0.5,23.16625
"paul",2024-08-26 04:00:00,1,22.5265
"paul",2024-08-26 04:00:00,1.5,22.1958333333333
"paul",2024-08-26 04:00:00,2,21.8605833333333
"paul",2024-08-26 04:00:00,2.5,21.5950833333333
"paul",2024-08-26 04:00:00,3,21.1175833333333
"paul",2024-08-26 04:00:00,3.5,20.2153333333333
"paul",2024-08-26 04:00:00,4,18.3906666666667
"paul",2024-08-26 04:00:00,4.5,15.8195833333333
"paul",2024-08-26 04:00:00,5,13.5209166666667
"paul",2024-08-26 04:00:00,6,10.0509
"paul",2024-08-26 05:00:00,0.5,23.1680833333333
"paul",2024-08-26 05:00:00,1,22.53625
"paul",2024-08-26 05:00:00,1.5,22.1921666666667
"paul",2024-08-26 05:00:00,2,21.8539166666667
"paul",2024-08-26 05:00:00,2.5,21.5846666666667
"paul",2024-08-26 05:00:00,3,21.1194166666667
"paul",2024-08-26 05:00:00,3.5,20.1930833333333
"paul",2024-08-26 05:00:00,4,18.39175
"paul",2024-08-26 05:00:00,4.5,15.8225833333333
"paul",2024-08-26 05:00:00,5,13.5090833333333
"paul",2024-08-26 05:00:00,6,10.1210833333333
"paul",2024-08-26 06:00:00,0.5,23.1135833333333
"paul",2024-08-26 06:00:00,1,22.53425
"paul",2024-08-26 06:00:00,1.5,22.1956666666667
"paul",2024-08-26 06:00:00,2,21.8595
"paul",2024-08-26 06:00:00,2.5,21.6045
"paul",2024-08-26 06:00:00,3,21.12975
"paul",2024-08-26 06:00:00,3.5,20.1866666666667
"paul",2024-08-26 06:00:00,4,18.3686666666667
"paul",2024-08-26 06:00:00,4.5,15.8448333333333
"paul",2024-08-26 06:00:00,5,13.54475
"paul",2024-08-26 06:00:00,6,10.0968333333333
"paul",2024-08-26 07:00:00,0.5,23.206
"paul",2024-08-26 07:00:00,1,22.55875
"paul",2024-08-26 07:00:00,1.5,22.2178333333333
"paul",2024-08-26 07:00:00,2,21.8659166666667
"paul",2024-08-26 07:00:00,2.5,21.6036666666667
"paul",2024-08-26 07:00:00,3,21.1224166666667
"paul",2024-08-26 07:00:00,3.5,20.1950833333333
"paul",2024-08-26 07:00:00,4,18.4073333333333
"paul",2024-08-26 07:00:00,4.5,15.82025
"paul",2024-08-26 07:00:00,5,13.4840833333333
"paul",2024-08-26 07:00:00,6,10.1344166666667
"paul",2024-08-26 08:00:00,0.5,23.3571666666667
"paul",2024-08-26 08:00:00,1,22.5919166666667
"paul",2024-08-26 08:00:00,1.5,22.31075
"paul",2024-08-26 08:00:00,2,21.8879166666667
"paul",2024-08-26 08:00:00,2.5,21.6725
"paul",2024-08-26 08:00:00,3,21.1740833333333
"paul",2024-08-26 08:00:00,3.5,20.1994166666667
"paul",2024-08-26 08:00:00,4,18.3901666666667
"paul",2024-08-26 08:00:00,4.5,15.82025
"paul",2024-08-26 08:00:00,5,13.5641666666667
"paul",2024-08-26 08:00:00,6,10.10225
"paul",2024-08-26 09:00:00,0.5,23.49825
"paul",2024-08-26 09:00:00,1,22.7
"paul",2024-08-26 09:00:00,1.5,22.4036666666667
"paul",2024-08-26 09:00:00,2,21.92825
"paul",2024-08-26 09:00:00,2.5,21.7311666666667
"paul",2024-08-26 09:00:00,3,21.23575
"paul",2024-08-26 09:00:00,3.5,20.2144166666667
"paul",2024-08-26 09:00:00,4,18.3975833333333
"paul",2024-08-26 09:00:00,4.5,15.87825
"paul",2024-08-26 09:00:00,5,13.4995833333333
"paul",2024-08-26 09:00:00,6,10.1228333333333
"paul",2024-08-26 10:00:00,0.5,23.7391666666667
"paul",2024-08-26 10:00:00,1,22.7525
"paul",2024-08-26 10:00:00,1.5,22.4975833333333
"paul",2024-08-26 10:00:00,2,21.9670833333333
"paul",2024-08-26 10:00:00,2.5,21.7556666666667
"paul",2024-08-26 10:00:00,3,21.2524166666667
"paul",2024-08-26 10:00:00,3.5,20.2458333333333
"paul",2024-08-26 10:00:00,4,18.4709166666667
"paul",2024-08-26 10:00:00,4.5,15.8194166666667
"paul",2024-08-26 10:00:00,5,13.5538333333333
"paul",2024-08-26 10:00:00,6,10.0968333333333
"paul",2024-08-26 11:00:00,0.5,23.7983333333333
"paul",2024-08-26 11:00:00,1,22.8631666666667
"paul",2024-08-26 11:00:00,1.5,22.4746666666667
"paul",2024-08-26 11:00:00,2,22.0365833333333
"paul",2024-08-26 11:00:00,2.5,21.758
"paul",2024-08-26 11:00:00,3,21.2566666666667
"paul",2024-08-26 11:00:00,3.5,20.2443333333333
"paul",2024-08-26 11:00:00,4,18.4255833333333
"paul",2024-08-26 11:00:00,4.5,15.8938333333333
"paul",2024-08-26 11:00:00,5,13.5431666666667
"paul",2024-08-26 11:00:00,6,10.1264166666667
"paul",2024-08-26 12:00:00,0.5,23.9295833333333
"paul",2024-08-26 12:00:00,1,22.9881666666667
"paul",2024-08-26 12:00:00,1.5,22.5123333333333
"paul",2024-08-26 12:00:00,2,22.0856666666667
"paul",2024-08-26 12:00:00,2.5,21.7650833333333
"paul",2024-08-26 12:00:00,3,21.2548333333333
"paul",2024-08-26 12:00:00,3.5,20.24075
"paul",2024-08-26 12:00:00,4,18.4713333333333
"paul",2024-08-26 12:00:00,4.5,15.8571666666667
"paul",2024-08-26 12:00:00,5,13.5325833333333
"paul",2024-08-26 12:00:00,6,10.1575833333333
"paul",2024-08-26 13:00:00,0.5,24.1135
"paul",2024-08-26 13:00:00,1,23.1825833333333
"paul",2024-08-26 13:00:00,1.5,22.5614166666667
"paul",2024-08-26 13:00:00,2,22.1560833333333
"paul",2024-08-26 13:00:00,2.5,21.7670833333333
"paul",2024-08-26 13:00:00,3,21.256
"paul",2024-08-26 13:00:00,3.5,20.2796666666667
"paul",2024-08-26 13:00:00,4,18.42975
"paul",2024-08-26 13:00:00,4.5,15.8863333333333
"paul",2024-08-26 13:00:00,5,13.5563333333333
"paul",2024-08-26 13:00:00,6,10.1125
"paul",2024-08-26 14:00:00,0.5,24.2123333333333
"paul",2024-08-26 14:00:00,1,23.3085833333333
"paul",2024-08-26 14:00:00,1.5,22.6190833333333
"paul",2024-08-26 14:00:00,2,22.187
"paul",2024-08-26 14:00:00,2.5,21.8080833333333
"paul",2024-08-26 14:00:00,3,21.2625
"paul",2024-08-26 14:00:00,3.5,20.2598333333333
"paul",2024-08-26 14:00:00,4,18.4749166666667
"paul",2024-08-26 14:00:00,4.5,15.903
"paul",2024-08-26 14:00:00,5,13.5810833333333
"paul",2024-08-26 14:00:00,6,10.1549166666667
"paul",2024-08-26 15:00:00,0.5,24.329
"paul",2024-08-26 15:00:00,1,23.4243333333333
"paul",2024-08-26 15:00:00,1.5,22.6685
"paul",2024-08-26 15:00:00,2,22.2753333333333
"paul",2024-08-26 15:00:00,2.5,21.82125
"paul",2024-08-26 15:00:00,3,21.27025
"paul",2024-08-26 15:00:00,3.5,20.2699166666667
"paul",2024-08-26 15:00:00,4,18.5101666666667
"paul",2024-08-26 15:00:00,4.5,15.8733333333333
"paul",2024-08-26 15:00:00,5,13.58025
"paul",2024-08-26 15:00:00,6,10.1395833333333
"paul",2024-08-26 16:00:00,0.5,24.5345833333333
"paul",2024-08-26 16:00:00,1,23.4596666666667
"paul",2024-08-26 16:00:00,1.5,22.6749166666667
"paul",2024-08-26 16:00:00,2,22.2833333333333
"paul",2024-08-26 16:00:00,2.5,21.8371666666667
"paul",2024-08-26 16:00:00,3,21.2705833333333
"paul",2024-08-26 16:00:00,3.5,20.3300833333333
"paul",2024-08-26 16:00:00,4,18.4264166666667
"paul",2024-08-26 16:00:00,4.5,15.8943333333333
"paul",2024-08-26 16:00:00,5,13.6059166666667
"paul",2024-08-26 16:00:00,6,10.1765833333333
"paul",2024-08-26 17:00:00,0.5,24.59875
"paul",2024-08-26 17:00:00,1,23.335
"paul",2024-08-26 17:00:00,1.5,22.70425
"paul",2024-08-26 17:00:00,2,22.22325
"paul",2024-08-26 17:00:00,2.5,21.79925
"paul",2024-08-26 17:00:00,3,21.25625
"paul",2024-08-26 17:00:00,3.5,20.37825
"paul",2024-08-26 17:00:00,4,18.46425
"paul",2024-08-26 17:00:00,4.5,15.8565
"paul",2024-08-26 17:00:00,5,13.40225
"paul",2024-08-26 17:00:00,6,10.1391
"paul",2024-08-26 18:00:00,0.5,NA
"paul",2024-08-26 18:00:00,1,NA
"paul",2024-08-26 18:00:00,1.5,NA
"paul",2024-08-26 18:00:00,2,NA
"paul",2024-08-26 18:00:00,2.5,NA
"paul",2024-08-26 18:00:00,3,NA
"paul",2024-08-26 18:00:00,3.5,NA
"paul",2024-08-26 18:00:00,4,NA
"paul",2024-08-26 18:00:00,4.5,NA
"paul",2024-08-26 18:00:00,5,NA
"paul",2024-08-26 18:00:00,6,NA
"paul",2024-08-26 19:00:00,0.5,NA
"paul",2024-08-26 19:00:00,1,NA
"paul",2024-08-26 19:00:00,1.5,NA
"paul",2024-08-26 19:00:00,2,NA
"paul",2024-08-26 19:00:00,2.5,NA
"paul",2024-08-26 19:00:00,3,NA
"paul",2024-08-26 19:00:00,3.5,NA
"paul",2024-08-26 19:00:00,4,NA
"paul",2024-08-26 19:00:00,4.5,NA
"paul",2024-08-26 19:00:00,5,NA
"paul",2024-08-26 19:00:00,6,NA
"paul",2024-08-26 20:00:00,0.5,NA
"paul",2024-08-26 20:00:00,1,NA
"paul",2024-08-26 20:00:00,1.5,NA
"paul",2024-08-26 20:00:00,2,NA
"paul",2024-08-26 20:00:00,2.5,NA
"paul",2024-08-26 20:00:00,3,NA
"paul",2024-08-26 20:00:00,3.5,NA
"paul",2024-08-26 20:00:00,4,NA
"paul",2024-08-26 20:00:00,4.5,NA
"paul",2024-08-26 20:00:00,5,NA
"paul",2024-08-26 20:00:00,6,NA
"paul",2024-08-26 21:00:00,0.5,NA
"paul",2024-08-26 21:00:00,1,NA
"paul",2024-08-26 21:00:00,1.5,NA
"paul",2024-08-26 21:00:00,2,NA
"paul",2024-08-26 21:00:00,2.5,NA
"paul",2024-08-26 21:00:00,3,NA
"paul",2024-08-26 21:00:00,3.5,NA
"paul",2024-08-26 21:00:00,4,NA
"paul",2024-08-26 21:00:00,4.5,NA
"paul",2024-08-26 21:00:00,5,NA
"paul",2024-08-26 21:00:00,6,NA
"paul",2024-08-26 22:00:00,0.5,NA
"paul",2024-08-26 22:00:00,1,NA
"paul",2024-08-26 22:00:00,1.5,NA
"paul",2024-08-26 22:00:00,2,NA
"paul",2024-08-26 22:00:00,2.5,NA
"paul",2024-08-26 22:00:00,3,NA
"paul",2024-08-26 22:00:00,3.5,NA
"paul",2024-08-26 22:00:00,4,NA
"paul",2024-08-26 22:00:00,4.5,NA
"paul",2024-08-26 22:00:00,5,NA
"paul",2024-08-26 22:00:00,6,NA
"paul",2024-08-26 23:00:00,0.5,NA
"paul",2024-08-26 23:00:00,1,NA
"paul",2024-08-26 23:00:00,1.5,NA
"paul",2024-08-26 23:00:00,2,NA
"paul",2024-08-26 23:00:00,2.5,NA
"paul",2024-08-26 23:00:00,3,NA
"paul",2024-08-26 23:00:00,3.5,NA
"paul",2024-08-26 23:00:00,4,NA
"paul",2024-08-26 23:00:00,4.5,NA
"paul",2024-08-26 23:00:00,5,NA
"paul",2024-08-26 23:00:00,6,NA
"paul",2024-08-27,0.5,NA
"paul",2024-08-27,1,NA
"paul",2024-08-27,1.5,NA
"paul",2024-08-27,2,NA
"paul",2024-08-27,2.5,NA
"paul",2024-08-27,3,NA
"paul",2024-08-27,3.5,NA
"paul",2024-08-27,4,NA
"paul",2024-08-27,4.5,NA
"paul",2024-08-27,5,NA
"paul",2024-08-27,6,NA
"paul",2024-08-27 01:00:00,0.5,NA
"paul",2024-08-27 01:00:00,1,NA
"paul",2024-08-27 01:00:00,1.5,NA
"paul",2024-08-27 01:00:00,2,NA
"paul",2024-08-27 01:00:00,2.5,NA
"paul",2024-08-27 01:00:00,3,NA
"paul",2024-08-27 01:00:00,3.5,NA
"paul",2024-08-27 01:00:00,4,NA
"paul",2024-08-27 01:00:00,4.5,NA
"paul",2024-08-27 01:00:00,5,NA
"paul",2024-08-27 01:00:00,6,NA
"paul",2024-08-27 02:00:00,0.5,NA
"paul",2024-08-27 02:00:00,1,NA
"paul",2024-08-27 02:00:00,1.5,NA
"paul",2024-08-27 02:00:00,2,NA
"paul",2024-08-27 02:00:00,2.5,NA
"paul",2024-08-27 02:00:00,3,NA
"paul",2024-08-27 02:00:00,3.5,NA
"paul",2024-08-27 02:00:00,4,NA
"paul",2024-08-27 02:00:00,4.5,NA
"paul",2024-08-27 02:00:00,5,NA
"paul",2024-08-27 02:00:00,6,NA
"paul",2024-08-27 03:00:00,0.5,NA
"paul",2024-08-27 03:00:00,1,NA
"paul",2024-08-27 03:00:00,1.5,NA
"paul",2024-08-27 03:00:00,2,NA
"paul",2024-08-27 03:00:00,2.5,NA
"paul",2024-08-27 03:00:00,3,NA
"paul",2024-08-27 03:00:00,3.5,NA
"paul",2024-08-27 03:00:00,4,NA
"paul",2024-08-27 03:00:00,4.5,NA
"paul",2024-08-27 03:00:00,5,NA
"paul",2024-08-27 03:00:00,6,NA
"paul",2024-08-27 04:00:00,0.5,NA
"paul",2024-08-27 04:00:00,1,NA
"paul",2024-08-27 04:00:00,1.5,NA
"paul",2024-08-27 04:00:00,2,NA
"paul",2024-08-27 04:00:00,2.5,NA
"paul",2024-08-27 04:00:00,3,NA
"paul",2024-08-27 04:00:00,3.5,NA
"paul",2024-08-27 04:00:00,4,NA
"paul",2024-08-27 04:00:00,4.5,NA
"paul",2024-08-27 04:00:00,5,NA
"paul",2024-08-27 04:00:00,6,NA
"paul",2024-08-27 05:00:00,0.5,NA
"paul",2024-08-27 05:00:00,1,NA
"paul",2024-08-27 05:00:00,1.5,NA
"paul",2024-08-27 05:00:00,2,NA
"paul",2024-08-27 05:00:00,2.5,NA
"paul",2024-08-27 05:00:00,3,NA
"paul",2024-08-27 05:00:00,3.5,NA
"paul",2024-08-27 05:00:00,4,NA
"paul",2024-08-27 05:00:00,4.5,NA
"paul",2024-08-27 05:00:00,5,NA
"paul",2024-08-27 05:00:00,6,NA
"paul",2024-08-27 06:00:00,0.5,NA
"paul",2024-08-27 06:00:00,1,NA
"paul",2024-08-27 06:00:00,1.5,NA
"paul",2024-08-27 06:00:00,2,NA
"paul",2024-08-27 06:00:00,2.5,NA
"paul",2024-08-27 06:00:00,3,NA
"paul",2024-08-27 06:00:00,3.5,NA
"paul",2024-08-27 06:00:00,4,NA
"paul",2024-08-27 06:00:00,4.5,NA
"paul",2024-08-27 06:00:00,5,NA
"paul",2024-08-27 06:00:00,6,NA
"paul",2024-08-27 07:00:00,0.5,NA
"paul",2024-08-27 07:00:00,1,NA
"paul",2024-08-27 07:00:00,1.5,NA
"paul",2024-08-27 07:00:00,2,NA
"paul",2024-08-27 07:00:00,2.5,NA
"paul",2024-08-27 07:00:00,3,NA
"paul",2024-08-27 07:00:00,3.5,NA
"paul",2024-08-27 07:00:00,4,NA
"paul",2024-08-27 07:00:00,4.5,NA
"paul",2024-08-27 07:00:00,5,NA
"paul",2024-08-27 07:00:00,6,NA
"paul",2024-08-27 08:00:00,0.5,NA
"paul",2024-08-27 08:00:00,1,NA
"paul",2024-08-27 08:00:00,1.5,NA
"paul",2024-08-27 08:00:00,2,NA
"paul",2024-08-27 08:00:00,2.5,NA
"paul",2024-08-27 08:00:00,3,NA
"paul",2024-08-27 08:00:00,3.5,NA
"paul",2024-08-27 08:00:00,4,NA
"paul",2024-08-27 08:00:00,4.5,NA
"paul",2024-08-27 08:00:00,5,NA
"paul",2024-08-27 08:00:00,6,NA
"paul",2024-08-27 09:00:00,0.5,NA
"paul",2024-08-27 09:00:00,1,NA
"paul",2024-08-27 09:00:00,1.5,NA
"paul",2024-08-27 09:00:00,2,NA
"paul",2024-08-27 09:00:00,2.5,NA
"paul",2024-08-27 09:00:00,3,NA
"paul",2024-08-27 09:00:00,3.5,NA
"paul",2024-08-27 09:00:00,4,NA
"paul",2024-08-27 09:00:00,4.5,NA
"paul",2024-08-27 09:00:00,5,NA
"paul",2024-08-27 09:00:00,6,NA
"paul",2024-08-27 10:00:00,0.5,NA
"paul",2024-08-27 10:00:00,1,NA
"paul",2024-08-27 10:00:00,1.5,NA
"paul",2024-08-27 10:00:00,2,NA
"paul",2024-08-27 10:00:00,2.5,NA
"paul",2024-08-27 10:00:00,3,NA
"paul",2024-08-27 10:00:00,3.5,NA
"paul",2024-08-27 10:00:00,4,NA
"paul",2024-08-27 10:00:00,4.5,NA
"paul",2024-08-27 10:00:00,5,NA
"paul",2024-08-27 10:00:00,6,NA
"paul",2024-08-27 11:00:00,0.5,NA
"paul",2024-08-27 11:00:00,1,NA
"paul",2024-08-27 11:00:00,1.5,NA
"paul",2024-08-27 11:00:00,2,NA
"paul",2024-08-27 11:00:00,2.5,NA
"paul",2024-08-27 11:00:00,3,NA
"paul",2024-08-27 11:00:00,3.5,NA
"paul",2024-08-27 11:00:00,4,NA
"paul",2024-08-27 11:00:00,4.5,NA
"paul",2024-08-27 11:00:00,5,NA
"paul",2024-08-27 11:00:00,6,NA
"paul",2024-08-27 12:00:00,0.5,NA
"paul",2024-08-27 12:00:00,1,NA
"paul",2024-08-27 12:00:00,1.5,NA
"paul",2024-08-27 12:00:00,2,NA
"paul",2024-08-27 12:00:00,2.5,NA
"paul",2024-08-27 12:00:00,3,NA
"paul",2024-08-27 12:00:00,3.5,NA
"paul",2024-08-27 12:00:00,4,NA
"paul",2024-08-27 12:00:00,4.5,NA
"paul",2024-08-27 12:00:00,5,NA
"paul",2024-08-27 12:00:00,6,NA
"paul",2024-08-27 13:00:00,0.5,NA
"paul",2024-08-27 13:00:00,1,NA
"paul",2024-08-27 13:00:00,1.5,NA
"paul",2024-08-27 13:00:00,2,NA
"paul",2024-08-27 13:00:00,2.5,NA
"paul",2024-08-27 13:00:00,3,NA
"paul",2024-08-27 13:00:00,3.5,NA
"paul",2024-08-27 13:00:00,4,NA
"paul",2024-08-27 13:00:00,4.5,NA
"paul",2024-08-27 13:00:00,5,NA
"paul",2024-08-27 13:00:00,6,NA
"paul",2024-08-27 14:00:00,0.5,NA
"paul",2024-08-27 14:00:00,1,NA
"paul",2024-08-27 14:00:00,1.5,NA
"paul",2024-08-27 14:00:00,2,NA
"paul",2024-08-27 14:00:00,2.5,NA
"paul",2024-08-27 14:00:00,3,NA
"paul",2024-08-27 14:00:00,3.5,NA
"paul",2024-08-27 14:00:00,4,NA
"paul",2024-08-27 14:00:00,4.5,NA
"paul",2024-08-27 14:00:00,5,NA
"paul",2024-08-27 14:00:00,6,NA
"paul",2024-08-27 15:00:00,0.5,NA
"paul",2024-08-27 15:00:00,1,NA
"paul",2024-08-27 15:00:00,1.5,NA
"paul",2024-08-27 15:00:00,2,NA
"paul",2024-08-27 15:00:00,2.5,NA
"paul",2024-08-27 15:00:00,3,NA
"paul",2024-08-27 15:00:00,3.5,NA
"paul",2024-08-27 15:00:00,4,NA
"paul",2024-08-27 15:00:00,4.5,NA
"paul",2024-08-27 15:00:00,5,NA
"paul",2024-08-27 15:00:00,6,NA
"paul",2024-08-27 16:00:00,0.5,NA
"paul",2024-08-27 16:00:00,1,NA
"paul",2024-08-27 16:00:00,1.5,NA
"paul",2024-08-27 16:00:00,2,NA
"paul",2024-08-27 16:00:00,2.5,NA
"paul",2024-08-27 16:00:00,3,NA
"paul",2024-08-27 16:00:00,3.5,NA
"paul",2024-08-27 16:00:00,4,NA
"paul",2024-08-27 16:00:00,4.5,NA
"paul",2024-08-27 16:00:00,5,NA
"paul",2024-08-27 16:00:00,6,NA
"paul",2024-08-27 17:00:00,0.5,NA
"paul",2024-08-27 17:00:00,1,NA
"paul",2024-08-27 17:00:00,1.5,NA
"paul",2024-08-27 17:00:00,2,NA
"paul",2024-08-27 17:00:00,2.5,NA
"paul",2024-08-27 17:00:00,3,NA
"paul",2024-08-27 17:00:00,3.5,NA
"paul",2024-08-27 17:00:00,4,NA
"paul",2024-08-27 17:00:00,4.5,NA
"paul",2024-08-27 17:00:00,5,NA
"paul",2024-08-27 17:00:00,6,NA
"paul",2024-08-27 18:00:00,0.5,NA
"paul",2024-08-27 18:00:00,1,NA
"paul",2024-08-27 18:00:00,1.5,NA
"paul",2024-08-27 18:00:00,2,NA
"paul",2024-08-27 18:00:00,2.5,NA
"paul",2024-08-27 18:00:00,3,NA
"paul",2024-08-27 18:00:00,3.5,NA
"paul",2024-08-27 18:00:00,4,NA
"paul",2024-08-27 18:00:00,4.5,NA
"paul",2024-08-27 18:00:00,5,NA
"paul",2024-08-27 18:00:00,6,NA
"paul",2024-08-27 19:00:00,0.5,NA
"paul",2024-08-27 19:00:00,1,NA
"paul",2024-08-27 19:00:00,1.5,NA
"paul",2024-08-27 19:00:00,2,NA
"paul",2024-08-27 19:00:00,2.5,NA
"paul",2024-08-27 19:00:00,3,NA
"paul",2024-08-27 19:00:00,3.5,NA
"paul",2024-08-27 19:00:00,4,NA
"paul",2024-08-27 19:00:00,4.5,NA
"paul",2024-08-27 19:00:00,5,NA
"paul",2024-08-27 19:00:00,6,NA
"paul",2024-08-27 20:00:00,0.5,NA
"paul",2024-08-27 20:00:00,1,NA
"paul",2024-08-27 20:00:00,1.5,NA
"paul",2024-08-27 20:00:00,2,NA
"paul",2024-08-27 20:00:00,2.5,NA
"paul",2024-08-27 20:00:00,3,NA
"paul",2024-08-27 20:00:00,3.5,NA
"paul",2024-08-27 20:00:00,4,NA
"paul",2024-08-27 20:00:00,4.5,NA
"paul",2024-08-27 20:00:00,5,NA
"paul",2024-08-27 20:00:00,6,NA
"paul",2024-08-27 21:00:00,0.5,NA
"paul",2024-08-27 21:00:00,1,NA
"paul",2024-08-27 21:00:00,1.5,NA
"paul",2024-08-27 21:00:00,2,NA
"paul",2024-08-27 21:00:00,2.5,NA
"paul",2024-08-27 21:00:00,3,NA
"paul",2024-08-27 21:00:00,3.5,NA
"paul",2024-08-27 21:00:00,4,NA
"paul",2024-08-27 21:00:00,4.5,NA
"paul",2024-08-27 21:00:00,5,NA
"paul",2024-08-27 21:00:00,6,NA
"paul",2024-08-27 22:00:00,0.5,NA
"paul",2024-08-27 22:00:00,1,NA
"paul",2024-08-27 22:00:00,1.5,NA
